time,id,pos,sugar,age,vision,metabolism,sex,culture,children,has_reproduced,has_spread_culture,has_accepted_culture,total_inheritance_received,last_partner_id,last_credit_partner,traits
0,1,"(2, 21)",9.0,0,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.37, conscientiousness = 3.55, extraversion = 2.96, agreeableness = 4.44, neuroticism = 3.69)"
0,2,"(10, 47)",6.0,0,6,1,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.7, conscientiousness = 3.82, extraversion = 2.65, agreeableness = 4.2, neuroticism = 1.0)"
0,3,"(30, 6)",14.0,0,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.52, conscientiousness = 2.87, extraversion = 1.37, agreeableness = 3.61, neuroticism = 3.25)"
0,4,"(9, 13)",16.0,0,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.64, conscientiousness = 3.15, extraversion = 3.35, agreeableness = 4.75, neuroticism = 2.63)"
0,5,"(3, 34)",22.0,0,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.91, conscientiousness = 3.18, extraversion = 4.18, agreeableness = 4.94, neuroticism = 3.61)"
0,6,"(26, 27)",11.0,0,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.59, conscientiousness = 3.01, extraversion = 1.45, agreeableness = 2.78, neuroticism = 3.43)"
0,7,"(9, 40)",8.0,0,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.03, conscientiousness = 3.77, extraversion = 3.4, agreeableness = 4.45, neuroticism = 2.31)"
0,8,"(33, 22)",15.0,0,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.87, conscientiousness = 3.88, extraversion = 3.42, agreeableness = 3.42, neuroticism = 3.22)"
0,9,"(13, 19)",13.0,0,2,4,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.85, conscientiousness = 4.54, extraversion = 2.69, agreeableness = 3.72, neuroticism = 3.79)"
0,10,"(39, 45)",14.0,0,6,1,male,"Bool[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.73, conscientiousness = 3.81, extraversion = 2.54, agreeableness = 3.56, neuroticism = 3.13)"
0,11,"(35, 1)",8.0,0,2,2,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.11, conscientiousness = 1.91, extraversion = 2.96, agreeableness = 4.34, neuroticism = 4.03)"
0,12,"(21, 9)",8.0,0,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.56, conscientiousness = 2.6, extraversion = 2.69, agreeableness = 4.05, neuroticism = 4.24)"
0,13,"(17, 26)",14.0,0,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.99, conscientiousness = 1.78, extraversion = 3.78, agreeableness = 4.05, neuroticism = 3.23)"
0,14,"(13, 40)",10.0,0,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.16, conscientiousness = 4.41, extraversion = 4.52, agreeableness = 3.97, neuroticism = 1.58)"
0,15,"(28, 20)",5.0,0,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.16, conscientiousness = 2.46, extraversion = 3.68, agreeableness = 4.31, neuroticism = 4.13)"
0,16,"(38, 38)",11.0,0,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.28, conscientiousness = 3.69, extraversion = 2.95, agreeableness = 3.82, neuroticism = 2.92)"
0,17,"(13, 44)",22.0,0,1,2,male,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.11, conscientiousness = 2.11, extraversion = 3.79, agreeableness = 3.59, neuroticism = 4.33)"
0,18,"(50, 21)",11.0,0,5,4,female,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.14, conscientiousness = 3.89, extraversion = 3.93, agreeableness = 3.96, neuroticism = 1.91)"
0,19,"(48, 27)",22.0,0,4,2,female,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.56, conscientiousness = 3.22, extraversion = 2.26, agreeableness = 2.92, neuroticism = 4.65)"
0,20,"(13, 9)",14.0,0,4,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.62, conscientiousness = 3.01, extraversion = 3.02, agreeableness = 3.53, neuroticism = 2.71)"
0,21,"(6, 20)",24.0,0,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.73, conscientiousness = 2.46, extraversion = 1.38, agreeableness = 2.18, neuroticism = 2.95)"
0,22,"(20, 18)",25.0,0,1,3,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.41, conscientiousness = 2.99, extraversion = 2.32, agreeableness = 2.63, neuroticism = 2.56)"
0,23,"(31, 2)",23.0,0,2,1,male,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.39, conscientiousness = 3.07, extraversion = 4.17, agreeableness = 4.69, neuroticism = 4.29)"
0,24,"(12, 50)",14.0,0,6,2,female,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.63, conscientiousness = 3.8, extraversion = 2.63, agreeableness = 3.08, neuroticism = 2.64)"
0,25,"(10, 9)",18.0,0,2,3,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.0, conscientiousness = 4.85, extraversion = 3.38, agreeableness = 5.0, neuroticism = 3.46)"
0,26,"(44, 18)",19.0,0,2,3,female,"Bool[0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.62, conscientiousness = 2.77, extraversion = 2.2, agreeableness = 2.63, neuroticism = 2.37)"
0,27,"(37, 1)",25.0,0,1,3,male,"Bool[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.97, conscientiousness = 3.76, extraversion = 3.41, agreeableness = 4.28, neuroticism = 3.13)"
0,28,"(26, 19)",5.0,0,2,4,male,"Bool[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.54, conscientiousness = 2.58, extraversion = 1.94, agreeableness = 3.14, neuroticism = 3.57)"
0,29,"(43, 15)",14.0,0,5,4,male,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.94, conscientiousness = 3.05, extraversion = 4.3, agreeableness = 3.91, neuroticism = 3.4)"
0,30,"(17, 36)",19.0,0,2,3,female,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.33, conscientiousness = 4.99, extraversion = 3.66, agreeableness = 3.0, neuroticism = 2.12)"
0,31,"(19, 39)",20.0,0,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.96, conscientiousness = 2.08, extraversion = 2.49, agreeableness = 4.01, neuroticism = 3.38)"
0,32,"(25, 41)",16.0,0,2,4,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.44, conscientiousness = 2.28, extraversion = 2.41, agreeableness = 3.58, neuroticism = 2.89)"
0,33,"(26, 2)",7.0,0,2,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.68, conscientiousness = 2.9, extraversion = 3.56, agreeableness = 3.43, neuroticism = 4.18)"
0,34,"(5, 33)",24.0,0,1,4,male,"Bool[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.56, conscientiousness = 3.44, extraversion = 3.29, agreeableness = 5.0, neuroticism = 4.74)"
0,35,"(31, 50)",13.0,0,4,2,male,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.66, conscientiousness = 2.66, extraversion = 3.32, agreeableness = 2.79, neuroticism = 2.29)"
0,36,"(43, 42)",6.0,0,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.65, conscientiousness = 3.69, extraversion = 3.52, agreeableness = 3.18, neuroticism = 2.62)"
0,37,"(24, 8)",5.0,0,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.56, conscientiousness = 4.53, extraversion = 2.62, agreeableness = 4.45, neuroticism = 3.86)"
0,38,"(38, 17)",17.0,0,2,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.6, conscientiousness = 3.2, extraversion = 3.4, agreeableness = 2.99, neuroticism = 4.08)"
0,39,"(9, 24)",15.0,0,1,1,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.28, conscientiousness = 2.56, extraversion = 2.69, agreeableness = 3.3, neuroticism = 3.42)"
0,40,"(19, 35)",21.0,0,5,4,female,"Bool[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.41, conscientiousness = 4.37, extraversion = 4.33, agreeableness = 5.0, neuroticism = 4.41)"
0,41,"(2, 18)",6.0,0,1,3,female,"Bool[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.87, conscientiousness = 2.57, extraversion = 2.1, agreeableness = 3.25, neuroticism = 3.17)"
0,42,"(23, 13)",16.0,0,2,1,male,"Bool[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.31, conscientiousness = 3.63, extraversion = 1.93, agreeableness = 3.56, neuroticism = 2.29)"
0,43,"(48, 9)",10.0,0,3,4,male,"Bool[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.64, conscientiousness = 3.37, extraversion = 4.69, agreeableness = 4.5, neuroticism = 3.08)"
0,44,"(10, 1)",18.0,0,2,3,female,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.12, conscientiousness = 2.65, extraversion = 2.43, agreeableness = 3.56, neuroticism = 3.82)"
0,45,"(44, 32)",14.0,0,6,3,male,"Bool[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.09, conscientiousness = 3.29, extraversion = 2.64, agreeableness = 2.95, neuroticism = 4.09)"
0,46,"(23, 40)",21.0,0,6,2,male,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.5, conscientiousness = 3.0, extraversion = 3.22, agreeableness = 4.49, neuroticism = 2.5)"
0,47,"(5, 12)",11.0,0,2,4,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.19, conscientiousness = 3.79, extraversion = 3.2, agreeableness = 3.64, neuroticism = 4.38)"
0,48,"(44, 33)",18.0,0,5,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.45, conscientiousness = 2.12, extraversion = 1.65, agreeableness = 1.54, neuroticism = 4.12)"
0,49,"(6, 24)",13.0,0,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.24, conscientiousness = 1.96, extraversion = 1.39, agreeableness = 4.07, neuroticism = 4.68)"
