time,id,pos,sugar,age,vision,metabolism,sex,culture,children,has_reproduced,has_spread_culture,has_accepted_culture,total_inheritance_received,last_partner_id,last_credit_partner,traits
0,50,"(14, 21)",25.0,0,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.04, conscientiousness = 3.65, extraversion = 3.86, agreeableness = 3.79, neuroticism = 1.98)"
1,1,"(2, 21)",7.0,1,6,2,male,"Bool[0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.37, conscientiousness = 3.55, extraversion = 2.96, agreeableness = 4.44, neuroticism = 3.69)"
1,2,"(11, 46)",8.0,1,6,1,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.7, conscientiousness = 3.82, extraversion = 2.65, agreeableness = 4.2, neuroticism = 1.0)"
1,3,"(30, 6)",13.0,1,1,4,female,"Bool[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.52, conscientiousness = 2.87, extraversion = 1.37, agreeableness = 3.61, neuroticism = 3.25)"
1,4,"(9, 13)",14.0,1,6,2,male,"Bool[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.64, conscientiousness = 3.15, extraversion = 3.35, agreeableness = 4.75, neuroticism = 2.63)"
1,5,"(6, 34)",23.0,1,6,1,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],"(openness = 3.91, conscientiousness = 3.18, extraversion = 4.18, agreeableness = 4.94, neuroticism = 3.61)"
1,6,"(24, 28)",10.0,1,3,2,female,"Bool[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.59, conscientiousness = 3.01, extraversion = 1.45, agreeableness = 2.78, neuroticism = 3.43)"
1,7,"(9, 40)",10.0,1,1,1,male,"Bool[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.03, conscientiousness = 3.77, extraversion = 3.4, agreeableness = 4.45, neuroticism = 2.31)"
1,8,"(33, 21)",14.0,1,4,3,male,"Bool[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.87, conscientiousness = 3.88, extraversion = 3.42, agreeableness = 3.42, neuroticism = 3.22)"
1,9,"(13, 19)",9.0,1,2,4,male,"Bool[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.85, conscientiousness = 4.54, extraversion = 2.69, agreeableness = 3.72, neuroticism = 3.79)"
1,10,"(39, 45)",13.0,1,6,1,male,"Bool[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.73, conscientiousness = 3.81, extraversion = 2.54, agreeableness = 3.56, neuroticism = 3.13)"
1,11,"(35, 3)",9.0,1,2,2,male,"Bool[1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.11, conscientiousness = 1.91, extraversion = 2.96, agreeableness = 4.34, neuroticism = 4.03)"
1,12,"(24, 9)",8.0,1,6,2,male,"Bool[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.56, conscientiousness = 2.6, extraversion = 2.69, agreeableness = 4.05, neuroticism = 4.24)"
1,13,"(17, 29)",12.0,1,6,4,male,"Bool[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.99, conscientiousness = 1.78, extraversion = 3.78, agreeableness = 4.05, neuroticism = 3.23)"
1,14,"(13, 40)",12.0,1,2,2,male,"Bool[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.16, conscientiousness = 4.41, extraversion = 4.52, agreeableness = 3.97, neuroticism = 1.58)"
1,15,"(28, 19)",5.0,1,4,2,female,"Bool[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.16, conscientiousness = 2.46, extraversion = 3.68, agreeableness = 4.31, neuroticism = 4.13)"
1,16,"(38, 38)",8.0,1,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.28, conscientiousness = 3.69, extraversion = 2.95, agreeableness = 3.82, neuroticism = 2.92)"
1,17,"(13, 44)",23.0,1,1,2,male,"Bool[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.11, conscientiousness = 2.11, extraversion = 3.79, agreeableness = 3.59, neuroticism = 4.33)"
1,18,"(48, 18)",8.0,1,5,4,female,"Bool[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.14, conscientiousness = 3.89, extraversion = 3.93, agreeableness = 3.96, neuroticism = 1.91)"
1,19,"(48, 27)",20.0,1,4,2,female,"Bool[0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.56, conscientiousness = 3.22, extraversion = 2.26, agreeableness = 2.92, neuroticism = 4.65)"
1,20,"(13, 9)",13.0,1,4,1,male,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.62, conscientiousness = 3.01, extraversion = 3.02, agreeableness = 3.53, neuroticism = 2.71)"
1,21,"(6, 20)",23.0,1,4,1,female,"Bool[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.73, conscientiousness = 2.46, extraversion = 1.38, agreeableness = 2.18, neuroticism = 2.95)"
1,22,"(20, 18)",22.0,1,1,3,male,"Bool[1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.41, conscientiousness = 2.99, extraversion = 2.32, agreeableness = 2.63, neuroticism = 2.56)"
1,23,"(31, 4)",25.0,1,2,1,male,"Bool[1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.39, conscientiousness = 3.07, extraversion = 4.17, agreeableness = 4.69, neuroticism = 4.29)"
1,24,"(13, 47)",15.0,1,6,2,female,"Bool[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.63, conscientiousness = 3.8, extraversion = 2.63, agreeableness = 3.08, neuroticism = 2.64)"
1,25,"(10, 9)",15.0,1,2,3,female,"Bool[1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.0, conscientiousness = 4.85, extraversion = 3.38, agreeableness = 5.0, neuroticism = 3.46)"
1,26,"(44, 17)",18.0,1,2,3,female,"Bool[0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",Int64[],false,false,true,0.0,Int64[],Int64[],"(openness = 3.62, conscientiousness = 2.77, extraversion = 2.2, agreeableness = 2.63, neuroticism = 2.37)"
1,27,"(37, 1)",24.0,1,1,3,male,"Bool[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.97, conscientiousness = 3.76, extraversion = 3.41, agreeableness = 4.28, neuroticism = 3.13)"
1,28,"(27, 18)",3.0,1,2,4,male,"Bool[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.54, conscientiousness = 2.58, extraversion = 1.94, agreeableness = 3.14, neuroticism = 3.57)"
1,29,"(44, 16)",12.0,1,5,4,male,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]",Int64[],false,true,false,0.0,Int64[],Int64[],"(openness = 3.94, conscientiousness = 3.05, extraversion = 4.3, agreeableness = 3.91, neuroticism = 3.4)"
1,30,"(16, 37)",20.0,1,2,3,female,"Bool[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.33, conscientiousness = 4.99, extraversion = 3.66, agreeableness = 3.0, neuroticism = 2.12)"
1,31,"(18, 39)",22.0,1,5,2,female,"Bool[0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.96, conscientiousness = 2.08, extraversion = 2.49, agreeableness = 4.01, neuroticism = 3.38)"
1,32,"(24, 40)",14.0,1,2,4,female,"Bool[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.44, conscientiousness = 2.28, extraversion = 2.41, agreeableness = 3.58, neuroticism = 2.89)"
1,33,"(27, 2)",5.0,1,2,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.68, conscientiousness = 2.9, extraversion = 3.56, agreeableness = 3.43, neuroticism = 4.18)"
1,34,"(6, 33)",22.0,1,1,4,male,"Bool[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",Int64[],false,false,true,0.0,Int64[],Int64[],"(openness = 3.56, conscientiousness = 3.44, extraversion = 3.29, agreeableness = 5.0, neuroticism = 4.74)"
1,35,"(31, 50)",11.0,1,4,2,male,"Bool[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.66, conscientiousness = 2.66, extraversion = 3.32, agreeableness = 2.79, neuroticism = 2.29)"
1,36,"(43, 42)",5.0,1,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.65, conscientiousness = 3.69, extraversion = 3.52, agreeableness = 3.18, neuroticism = 2.62)"
1,37,"(25, 8)",4.0,1,6,3,female,"Bool[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.56, conscientiousness = 4.53, extraversion = 2.62, agreeableness = 4.45, neuroticism = 3.86)"
1,38,"(38, 16)",19.0,1,2,1,female,"Bool[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.6, conscientiousness = 3.2, extraversion = 3.4, agreeableness = 2.99, neuroticism = 4.08)"
1,39,"(9, 24)",14.0,1,1,1,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 2.28, conscientiousness = 2.56, extraversion = 2.69, agreeableness = 3.3, neuroticism = 3.42)"
1,40,"(17, 38)",21.0,1,5,4,female,"Bool[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.41, conscientiousness = 4.37, extraversion = 4.33, agreeableness = 5.0, neuroticism = 4.41)"
1,41,"(2, 18)",3.0,1,1,3,female,"Bool[0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.87, conscientiousness = 2.57, extraversion = 2.1, agreeableness = 3.25, neuroticism = 3.17)"
1,42,"(24, 13)",17.0,1,2,1,male,"Bool[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.31, conscientiousness = 3.63, extraversion = 1.93, agreeableness = 3.56, neuroticism = 2.29)"
1,43,"(46, 9)",8.0,1,3,4,male,"Bool[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.64, conscientiousness = 3.37, extraversion = 4.69, agreeableness = 4.5, neuroticism = 3.08)"
1,44,"(10, 1)",15.0,1,2,3,female,"Bool[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.12, conscientiousness = 2.65, extraversion = 2.43, agreeableness = 3.56, neuroticism = 3.82)"
1,45,"(44, 32)",11.0,1,6,3,male,"Bool[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.09, conscientiousness = 3.29, extraversion = 2.64, agreeableness = 2.95, neuroticism = 4.09)"
1,46,"(22, 40)",22.0,1,6,2,male,"Bool[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.5, conscientiousness = 3.0, extraversion = 3.22, agreeableness = 4.49, neuroticism = 2.5)"
1,47,"(5, 12)",7.0,1,2,4,female,"Bool[0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.19, conscientiousness = 3.79, extraversion = 3.2, agreeableness = 3.64, neuroticism = 4.38)"
1,48,"(44, 33)",14.0,1,5,4,female,"Bool[0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.45, conscientiousness = 2.12, extraversion = 1.65, agreeableness = 1.54, neuroticism = 4.12)"
1,49,"(6, 24)",12.0,1,1,1,female,"Bool[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 4.24, conscientiousness = 1.96, extraversion = 1.39, agreeableness = 4.07, neuroticism = 4.68)"
1,50,"(14, 21)",23.0,1,5,2,female,"Bool[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",Int64[],false,false,false,0.0,Int64[],Int64[],"(openness = 3.04, conscientiousness = 3.65, extraversion = 3.86, agreeableness = 3.79, neuroticism = 1.98)"
