time,nagents,births,deaths_age,deaths_starvation,gini_coefficient,wealth_percentiles,pareto_alpha,mean_lifespan,lifespan_inequality
174,630,1436,690,216,0.3073003814087427,"Dict(:p25 => 13.28125, :p75 => 26.9765625, :p50 => 17.646484375, :p90 => 39.28906250000001, :p99 => 73.07734375000014, :p95 => 51.09999999999991)",3.043289184519407,44.63809523809524,0.37254513497312725
175,621,1442,705,216,0.31213739584744227,"Dict(:p25 => 13.3671875, :p75 => 27.96875, :p50 => 17.921875, :p90 => 40.4375, :p99 => 78.74374999999995, :p95 => 54.25)",2.9848818755646582,44.17713365539453,0.3730261953824592
176,611,1449,722,216,0.31983025568057966,"Dict(:p25 => 13.421875, :p75 => 28.15625, :p50 => 17.921875, :p90 => 41.390625, :p99 => 80.38749999999996, :p95 => 55.34375)",3.0300084895335955,43.64648117839607,0.37597387724721765
177,604,1460,740,216,0.32784117836795645,"Dict(:p25 => 13.408203125, :p75 => 28.84765625, :p50 => 17.8515625, :p90 => 45.31250000000003, :p99 => 80.49906250000004, :p95 => 56.1421875)",3.0673991067741753,42.70198675496689,0.3831565668496213
178,608,1476,752,216,0.33278824927836936,"Dict(:p25 => 13.21484375, :p75 => 29.0234375, :p50 => 18.0, :p90 => 44.91250000000001, :p99 => 81.29203124999982, :p95 => 56.51328125)",3.1165701287961554,41.8733552631579,0.39382703304177413
179,607,1486,763,216,0.3369537348842335,"Dict(:p25 => 13.1796875, :p75 => 29.796875, :p50 => 17.9140625, :p90 => 46.112500000000026, :p99 => 81.32843749999978, :p95 => 57.146875)",3.200074892989896,41.4003294892916,0.39706540814781266
180,609,1495,770,216,0.33746887062904674,"Dict(:p25 => 13.25, :p75 => 30.25, :p50 => 18.0, :p90 => 46.768750000000004, :p99 => 81.3356249999999, :p95 => 58.23125)",3.1145343487784314,41.32183908045977,0.39829708488834115
181,605,1504,783,216,0.34305895599385705,"Dict(:p25 => 13.435546875, :p75 => 31.28125, :p50 => 18.0859375, :p90 => 47.965625, :p99 => 86.79187500000016, :p95 => 59.06249999999997)",3.1523290860424926,40.86776859504132,0.40092735796237955
182,603,1520,801,216,0.3569340274267043,"Dict(:p25 => 13.0, :p75 => 31.71875, :p50 => 17.5078125, :p90 => 49.850000000000044, :p99 => 88.39750000000001, :p95 => 60.271875)",3.127769719095437,39.43946932006634,0.41019288944786325
183,610,1532,806,216,0.3578100203751251,"Dict(:p25 => 12.91015625, :p75 => 32.2109375, :p50 => 17.40625, :p90 => 50.001562500000006, :p99 => 88.36687499999998, :p95 => 60.54843749999997)",3.1181365172799436,39.2327868852459,0.41224055589196706
184,613,1550,821,216,0.3670898462193637,"Dict(:p25 => 12.6796875, :p75 => 32.40625, :p50 => 17.09375, :p90 => 51.831250000000054, :p99 => 89.90375, :p95 => 61.30312499999998)",3.0064896353413935,38.00326264274062,0.4223240055213955
185,616,1557,825,216,0.36734869222259947,"Dict(:p25 => 12.9091796875, :p75 => 33.0, :p50 => 17.2978515625, :p90 => 52.1328125, :p99 => 89.87187500000002, :p95 => 61.880859375)",2.976386976681631,38.31818181818182,0.4193043441899569
186,616,1566,834,216,0.3731662690896298,"Dict(:p25 => 12.890625, :p75 => 32.083984375, :p50 => 17.203125, :p90 => 53.3125, :p99 => 90.021875, :p95 => 64.4140625)",2.9038609118161967,38.03896103896104,0.4182320325628621
187,607,1574,851,216,0.37907510070633954,"Dict(:p25 => 13.01171875, :p75 => 33.0078125, :p50 => 16.90625, :p90 => 55.05000000000001, :p99 => 92.7018749999999, :p95 => 65.79375000000003)",2.9195572430666163,37.3838550247117,0.41843702546615935
188,611,1587,860,216,0.3823710654362029,"Dict(:p25 => 13.0, :p75 => 33.265625, :p50 => 16.6875, :p90 => 55.609375, :p99 => 92.73749999999998, :p95 => 65.65625)",2.8437268764300807,36.85924713584288,0.42069598471141423
189,617,1599,866,216,0.38678442181156836,"Dict(:p25 => 12.8828125, :p75 => 32.40625, :p50 => 16.421875, :p90 => 56.187500000000014, :p99 => 96.90750000000014, :p95 => 67.60000000000007)",2.7456033350092044,36.68881685575364,0.4217160285125776
190,621,1609,872,216,0.3889516734139675,"Dict(:p25 => 12.7265625, :p75 => 32.59375, :p50 => 16.6328125, :p90 => 57.0, :p99 => 98.05624999999998, :p95 => 68.75)",2.6610856257803417,36.628019323671495,0.42035852634562776
191,628,1623,879,216,0.3922103380245585,"Dict(:p25 => 12.6376953125, :p75 => 32.3623046875, :p50 => 16.4658203125, :p90 => 57.25898437500001, :p99 => 98.75398437500003, :p95 => 68.9125)",2.5736670097229113,36.302547770700635,0.42303199576675343
192,630,1637,891,216,0.3981938160243115,"Dict(:p25 => 12.537109375, :p75 => 31.0, :p50 => 16.4453125, :p90 => 57.26054687500002, :p99 => 107.41773437500007, :p95 => 71.42890624999994)",2.4040245327280982,35.59047619047619,0.4253796936965253
193,628,1646,902,216,0.40100325737123543,"Dict(:p25 => 12.52734375, :p75 => 30.7109375, :p50 => 16.38671875, :p90 => 60.100390625, :p99 => 104.93539062500008, :p95 => 72.90234375)",2.3473022212292296,35.13694267515923,0.4209431635608518
194,626,1652,910,216,0.40618176035979014,"Dict(:p25 => 12.654296875, :p75 => 30.26171875, :p50 => 16.01171875, :p90 => 60.9609375, :p99 => 109.248046875, :p95 => 74.16796875)",2.179549225634849,35.12300319488818,0.41406583413870335
195,621,1660,923,216,0.40758219031897336,"Dict(:p25 => 12.765625, :p75 => 29.296875, :p50 => 16.234375, :p90 => 61.296875, :p99 => 112.14999999999993, :p95 => 76.0)",1.9241339957805539,34.51529790660226,0.4073732990326293
196,627,1677,934,216,0.4106794771150337,"Dict(:p25 => 12.5595703125, :p75 => 28.5859375, :p50 => 16.44140625, :p90 => 62.55937500000006, :p99 => 112.80375000000002, :p95 => 77.75468750000005)",1.8577859475775922,33.717703349282296,0.41095939189192743
197,638,1695,941,216,0.41627632155729377,"Dict(:p25 => 12.3955078125, :p75 => 27.1650390625, :p50 => 16.1103515625, :p90 => 63.275, :p99 => 113.16562499999998, :p95 => 81.02109374999998)",1.8009769456482299,33.18652037617555,0.41480144094322524
198,644,1708,948,216,0.4153877072778287,"Dict(:p25 => 12.5810546875, :p75 => 27.51953125, :p50 => 15.984375, :p90 => 63.28750000000001, :p99 => 113.95937499999978, :p95 => 80.88515625)",1.781976169198941,33.07453416149068,0.4152688595340157
199,648,1719,955,216,0.41367662331725996,"Dict(:p25 => 12.583984375, :p75 => 26.8359375, :p50 => 15.87109375, :p90 => 63.145312500000024, :p99 => 110.64999999999986, :p95 => 81.31914062499999)",1.805732219748569,33.0679012345679,0.4135546083698036
200,655,1731,960,216,0.41763560798958954,"Dict(:p25 => 12.55078125, :p75 => 26.765625, :p50 => 15.640625, :p90 => 62.67812500000002, :p99 => 111.90328125000013, :p95 => 81.70390624999999)",1.8050667934432092,33.019847328244275,0.4109309814673372
201,659,1741,966,216,0.42171352118907546,"Dict(:p25 => 12.474609375, :p75 => 26.6953125, :p50 => 15.685546875, :p90 => 63.40937500000008, :p99 => 118.09374999999994, :p95 => 81.98281250000002)",1.6610335248419987,33.053110773899846,0.4068894016568372
202,664,1757,977,216,0.4219371819103257,"Dict(:p25 => 12.2060546875, :p75 => 26.7578125, :p50 => 15.50390625, :p90 => 59.35000000000001, :p99 => 119.0, :p95 => 83.40703125000005)",1.6313557931832792,32.45180722891566,0.4079065007011524
203,675,1774,983,216,0.42131785012487244,"Dict(:p25 => 12.21484375, :p75 => 26.255859375, :p50 => 15.4765625, :p90 => 57.83437500000003, :p99 => 119.25999999999999, :p95 => 82.00390624999994)",1.4816549405497534,32.22814814814815,0.4105185593794587
204,686,1791,989,216,0.42293904057979836,"Dict(:p25 => 11.98828125, :p75 => 25.55859375, :p50 => 15.0947265625, :p90 => 57.23046875, :p99 => 121.046875, :p95 => 81.5703125)",1.494340910332164,31.973760932944607,0.4118503137294205
205,693,1804,995,216,0.42818506709195203,"Dict(:p25 => 11.921875, :p75 => 25.546875, :p50 => 14.908203125, :p90 => 56.875000000000014, :p99 => 122.37000000000003, :p95 => 82.021875)",1.5034617445860892,31.881673881673883,0.4087091609495883
206,701,1816,999,216,0.430303019365746,"Dict(:p25 => 11.921875, :p75 => 25.265625, :p50 => 14.625, :p90 => 56.9140625, :p99 => 122.3125, :p95 => 82.984375)",1.4456113872814467,32.02567760342368,0.40552465615458666
207,702,1822,1004,216,0.42911363810716274,"Dict(:p25 => 11.96533203125, :p75 => 25.232421875, :p50 => 14.802734375, :p90 => 57.01484375000002, :p99 => 123.0309375, :p95 => 83.93906250000005)",1.4408534844979424,32.3974358974359,0.3973955606765702
208,717,1840,1007,216,0.4296965025544732,"Dict(:p25 => 11.82421875, :p75 => 24.3125, :p50 => 14.59375, :p90 => 56.64843750000006, :p99 => 123.02625, :p95 => 83.25937500000005)",1.4347477054993871,32.35146443514645,0.4002083512210419
209,729,1856,1011,216,0.4317950407444786,"Dict(:p25 => 11.765625, :p75 => 23.150390625, :p50 => 14.400390625, :p90 => 56.60781250000002, :p99 => 126.70671875000005, :p95 => 83.28437500000001)",1.4195914019155673,32.401920438957475,0.4015587022986278
210,742,1872,1014,216,0.4301428702563044,"Dict(:p25 => 11.771484375, :p75 => 22.1904296875, :p50 => 14.25, :p90 => 55.57304687500006, :p99 => 127.72320312500003, :p95 => 83.88945312500002)",1.398432791002624,32.49191374663073,0.40224853677240113
211,744,1883,1023,216,0.428333585922855,"Dict(:p25 => 11.8154296875, :p75 => 22.47265625, :p50 => 14.3232421875, :p90 => 54.717187500000016, :p99 => 128.27398437499988, :p95 => 83.987109375)",1.3953506499319062,32.48118279569893,0.3985696157135368
212,748,1893,1029,216,0.4259944184746429,"Dict(:p25 => 11.95068359375, :p75 => 22.068359375, :p50 => 14.34765625, :p90 => 54.17578125000003, :p99 => 129.19554687499993, :p95 => 84.27421874999999)",1.3922511282832004,32.644385026737964,0.39364709911991813
213,759,1911,1036,216,0.4298316685474617,"Dict(:p25 => 11.8271484375, :p75 => 21.787109375, :p50 => 14.08984375, :p90 => 51.68125000000003, :p99 => 130.55984374999997, :p95 => 84.57109375000003)",1.3805913434460222,32.41106719367589,0.3952361365510888
214,765,1925,1044,216,0.42959912017043944,"Dict(:p25 => 11.765625, :p75 => 21.7890625, :p50 => 14.234375, :p90 => 50.77500000000001, :p99 => 130.86218750000003, :p95 => 85.86249999999995)",1.3429203465271236,32.30326797385621,0.3930343174282771
215,769,1938,1053,216,0.4252544587941731,"Dict(:p25 => 11.765625, :p75 => 21.091796875, :p50 => 14.1640625, :p90 => 46.756250000000186, :p99 => 129.47624999999994, :p95 => 85.25312500000001)",1.3692071995736228,32.16775032509753,0.38947874684594797
216,775,1956,1065,216,0.42291095239849685,"Dict(:p25 => 11.771484375, :p75 => 20.490234375, :p50 => 14.126953125, :p90 => 44.16406250000001, :p99 => 130.66609374999996, :p95 => 83.59999999999991)",1.337480464307537,31.769032258064517,0.39120037838142374
217,784,1968,1068,216,0.42420871213628253,"Dict(:p25 => 11.710205078125, :p75 => 20.3642578125, :p50 => 14.05908203125, :p90 => 44.057421875, :p99 => 130.6596093749999, :p95 => 82.96484375)",1.328375929028648,32.110969387755105,0.38851128832863835
218,785,1974,1073,216,0.4235599557044807,"Dict(:p25 => 11.8828125, :p75 => 20.580078125, :p50 => 14.0703125, :p90 => 43.32500000000004, :p99 => 130.6299999999999, :p95 => 82.70390624999999)",1.346328332731888,32.62038216560509,0.3815556007152703
219,798,1992,1078,216,0.4235141706282224,"Dict(:p25 => 11.610595703125, :p75 => 20.462890625, :p50 => 13.97900390625, :p90 => 42.290625000000006, :p99 => 130.24507812499994, :p95 => 80.10791015624994)",1.34302885233826,32.647869674185465,0.3846502122577007
220,804,2007,1087,216,0.4208083878719311,"Dict(:p25 => 11.66259765625, :p75 => 20.51025390625, :p50 => 13.97900390625, :p90 => 41.9509765625, :p99 => 133.9983593750001, :p95 => 79.35468750000004)",1.344941983386223,32.5634328358209,0.3841055503202828
221,815,2021,1090,216,0.41939531565377774,"Dict(:p25 => 11.552734375, :p75 => 20.224609375, :p50 => 13.9296875, :p90 => 40.47968750000001, :p99 => 133.56265625000006, :p95 => 78.47812499999992)",1.3436495034861549,32.84539877300613,0.3833360033020523
222,820,2034,1098,216,0.4206173756950371,"Dict(:p25 => 11.491943359375, :p75 => 20.185546875, :p50 => 13.67919921875, :p90 => 40.22968750000001, :p99 => 134.74999999999997, :p95 => 71.75048828124999)",1.3580880738584777,32.863414634146345,0.3806076381975041
223,821,2041,1104,216,0.41984860980756267,"Dict(:p25 => 11.44140625, :p75 => 20.234375, :p50 => 13.685546875, :p90 => 40.1796875, :p99 => 137.97968749999984, :p95 => 70.375)",1.3864363947844143,33.265529841656516,0.3740339931651173
224,826,2053,1111,216,0.42013498944946925,"Dict(:p25 => 11.4384765625, :p75 => 20.125, :p50 => 13.67919921875, :p90 => 40.26953125, :p99 => 145.2109375, :p95 => 68.380859375)",1.3886496198054097,33.44309927360775,0.37201158202608675
225,826,2060,1118,216,0.41967714686042634,"Dict(:p25 => 11.4384765625, :p75 => 20.0146484375, :p50 => 13.67919921875, :p90 => 40.51953125, :p99 => 145.4609375, :p95 => 67.93994140625)",1.3875404450593833,33.80629539951574,0.36589091872682444
226,835,2075,1124,216,0.41910383043702737,"Dict(:p25 => 11.32080078125, :p75 => 19.673828125, :p50 => 13.5, :p90 => 40.056250000000006, :p99 => 144.8956249999998, :p95 => 67.83183593749999)",1.4065102794339208,33.90778443113773,0.36663143884942295
227,840,2089,1133,216,0.41809432164010296,"Dict(:p25 => 11.1728515625, :p75 => 19.642578125, :p50 => 13.3798828125, :p90 => 39.712109375000004, :p99 => 138.57757812500006, :p95 => 67.03798828124997)",1.411478352282139,33.917857142857144,0.3663417938162594
228,845,2099,1138,216,0.4118333126744076,"Dict(:p25 => 11.3564453125, :p75 => 20.01953125, :p50 => 13.392578125, :p90 => 38.646093750000006, :p99 => 135.05593749999997, :p95 => 63.65312499999993)",1.4694434974090773,34.2698224852071,0.36312831764918885
229,840,2106,1150,216,0.4060990422254016,"Dict(:p25 => 11.59033203125, :p75 => 20.27587890625, :p50 => 13.4619140625, :p90 => 40.0, :p99 => 134.22054687500008, :p95 => 63.962890625)",1.5040642543858593,34.38095238095238,0.35679832805698464
230,842,2114,1156,216,0.4040338895980564,"Dict(:p25 => 11.63671875, :p75 => 20.3212890625, :p50 => 13.4619140625, :p90 => 38.97734375000002, :p99 => 134.12007812500016, :p95 => 63.88398437500007)",1.5346204417626164,34.81472684085511,0.35312928392504017
231,847,2126,1163,216,0.4031754204650797,"Dict(:p25 => 11.56005859375, :p75 => 20.2880859375, :p50 => 13.3896484375, :p90 => 39.36406250000005, :p99 => 129.95773437499992, :p95 => 64.94062500000007)",1.4567274953905929,34.968122786304605,0.3516223063242996
232,847,2137,1174,216,0.40338925087211464,"Dict(:p25 => 11.50244140625, :p75 => 20.318359375, :p50 => 13.3671875, :p90 => 39.896875000000016, :p99 => 129.95773437499992, :p95 => 63.49921875000007)",1.4940350155574964,34.99645808736718,0.3494548523040035
233,846,2145,1183,216,0.4042110960032579,"Dict(:p25 => 11.619140625, :p75 => 20.38818359375, :p50 => 13.357421875, :p90 => 39.9140625, :p99 => 129.98378906249988, :p95 => 63.576171875)",1.516727091352166,35.16193853427896,0.34385734986010075
234,842,2149,1191,216,0.40244067919151894,"Dict(:p25 => 11.732666015625, :p75 => 21.1318359375, :p50 => 13.36474609375, :p90 => 40.16171875000002, :p99 => 130.08800781250008, :p95 => 62.40078125000002)",1.4983811462498198,35.68289786223278,0.33769183912176093
235,852,2162,1194,216,0.4053717796984162,"Dict(:p25 => 11.4560546875, :p75 => 20.9267578125, :p50 => 13.2939453125, :p90 => 40.16171875000002, :p99 => 123.13800781250009, :p95 => 61.66054687500003)",1.5036784890224775,35.96244131455399,0.3380607294769489
236,852,2168,1200,216,0.4026272836102216,"Dict(:p25 => 11.5716552734375, :p75 => 20.5048828125, :p50 => 13.359375, :p90 => 40.16171875000002, :p99 => 123.13800781250009, :p95 => 61.078808593750026)",1.5719704884219619,36.458920187793424,0.33348194091093686
237,850,2178,1212,216,0.40319750785913455,"Dict(:p25 => 11.557373046875, :p75 => 20.43994140625, :p50 => 13.3583984375, :p90 => 40.230859375000016, :p99 => 117.74609375, :p95 => 61.47353515624995)",1.6346829654394093,36.50588235294118,0.33181899869196796
238,851,2187,1220,216,0.40333491048637193,"Dict(:p25 => 11.5283203125, :p75 => 21.1259765625, :p50 => 13.359375, :p90 => 41.9609375, :p99 => 111.1064453125, :p95 => 61.4150390625)",1.6779971618984693,36.810810810810814,0.33027021175218674
239,848,2197,1233,216,0.4033351509640637,"Dict(:p25 => 11.5145263671875, :p75 => 21.26806640625, :p50 => 13.3583984375, :p90 => 41.983203125, :p99 => 111.34943359374978, :p95 => 61.59052734374997)",1.676861768935908,36.85495283018868,0.3293778514243766
240,850,2203,1237,216,0.404697822716217,"Dict(:p25 => 11.4698486328125, :p75 => 20.841796875, :p50 => 13.357421875, :p90 => 41.968359375, :p99 => 104.82388671874996, :p95 => 63.703417968749974)",1.6311178785912204,37.37529411764706,0.32457438161137464
241,848,2208,1244,216,0.405359277453204,"Dict(:p25 => 11.4830322265625, :p75 => 21.05712890625, :p50 => 13.357421875, :p90 => 42.010546875, :p99 => 104.91501953124987, :p95 => 63.76064453124999)",1.6745263391951124,37.860849056603776,0.3199728141098648
242,850,2215,1249,216,0.40726418417782395,"Dict(:p25 => 11.407958984375, :p75 => 21.21142578125, :p50 => 13.2939453125, :p90 => 42.28984375, :p99 => 104.82388671874996, :p95 => 63.21376953124998)",1.7058039270401228,38.36470588235294,0.31757764669805355
243,846,2219,1257,216,0.40819872841063654,"Dict(:p25 => 11.43115234375, :p75 => 21.912109375, :p50 => 13.33984375, :p90 => 42.63671875, :p99 => 105.00615234374979, :p95 => 63.81787109375)",1.7374359658561251,38.90425531914894,0.31313282477861426
244,848,2232,1268,216,0.40998224721010956,"Dict(:p25 => 11.2906494140625, :p75 => 22.0810546875, :p50 => 13.224609375, :p90 => 42.528906250000034, :p99 => 104.91501953124987, :p95 => 63.76064453124999)",1.7384918961447884,38.95400943396226,0.3169825100571242
245,846,2244,1282,216,0.4094710207512977,"Dict(:p25 => 11.2540283203125, :p75 => 21.8974609375, :p50 => 13.18798828125, :p90 => 42.140625, :p99 => 105.00615234374979, :p95 => 63.29150390625)",1.7491727440381948,38.80378250591016,0.3180906226334492
246,845,2251,1290,216,0.40831456256255594,"Dict(:p25 => 11.30712890625, :p75 => 22.0, :p50 => 13.197265625, :p90 => 42.220312500000006, :p99 => 105.05171874999975, :p95 => 63.31093749999998)",1.7142950352857205,39.16213017751479,0.3158268467253209
247,846,2259,1297,216,0.4069894230699471,"Dict(:p25 => 11.455078125, :p75 => 21.9443359375, :p50 => 13.2587890625, :p90 => 42.63671875, :p99 => 104.70380859374976, :p95 => 63.29150390625)",1.7304537304295826,39.508274231678485,0.3144508638630583
248,845,2264,1303,216,0.4045125328081749,"Dict(:p25 => 11.38720703125, :p75 => 22.328125, :p50 => 13.294921875, :p90 => 44.329882812500024, :p99 => 101.26609374999992, :p95 => 63.31093749999998)",1.7368923590924543,40.023668639053255,0.3105840527120607
249,840,2273,1317,216,0.4026677674335235,"Dict(:p25 => 11.4830322265625, :p75 => 22.947265625, :p50 => 13.37451171875, :p90 => 44.77568359375, :p99 => 100.21638671875002, :p95 => 63.417285156249974)",1.7171416460534912,39.98809523809524,0.3096668509618792
250,844,2283,1323,216,0.40512180631467753,"Dict(:p25 => 11.41943359375, :p75 => 22.765625, :p50 => 13.228515625, :p90 => 44.43955078125005, :p99 => 100.18208984374995, :p95 => 63.87509765625001)",1.751130921377696,40.22985781990521,0.30980003054034344
