time,nagents,#133,#134,#135,#136,#137,#138,#139,#140,#141,#142
0,50,0,0,0,0.23110204081632646,"Dict(:p25 => 10.25, :p75 => 19.0, :p50 => 14.0, :p90 => 23.1, :p99 => 25.0, :p95 => 24.549999999999997)",9.797632143947327,0.0,0.0,0,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
1,44,0,0,0,0.2757752451630002,"Dict(:p25 => 10.0, :p75 => 22.0, :p50 => 14.0, :p90 => 24.700000000000003, :p99 => 37.71, :p95 => 25.0)",6.30518716558813,1.0,0.0,6,"Dict{String, Real}(""total_attacks"" => 6, ""red_initiated_attacks"" => 4, ""red_attack_rate"" => 0.6666666666666666, ""blue_attack_rate"" => 0.3333333333333333, ""blue_initiated_attacks"" => 2)"
2,40,0,0,1,0.3412538699690404,"Dict(:p25 => 10.0, :p75 => 21.0, :p50 => 12.0, :p90 => 25.900000000000013, :p99 => 52.36999999999999, :p95 => 36.29999999999998)",3.188456658307483,2.0,0.0,9,"Dict{String, Real}(""total_attacks"" => 3, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 3)"
3,39,0,0,1,0.40139182303964227,"Dict(:p25 => 9.0, :p75 => 18.0, :p50 => 13.0, :p90 => 28.000000000000014, :p99 => 66.31999999999991, :p95 => 38.60000000000001)",2.2189714692417484,3.0,0.0,10,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
4,35,0,0,4,0.4265960009636234,"Dict(:p25 => 8.5, :p75 => 19.0, :p50 => 13.0, :p90 => 28.000000000000007, :p99 => 84.2799999999998, :p95 => 41.79999999999998)",1.8171841356295406,4.0,0.0,11,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
5,32,0,0,6,0.4486413043478261,"Dict(:p25 => 8.0, :p75 => 20.25, :p50 => 12.5, :p90 => 28.0, :p99 => 86.64000000000007, :p95 => 44.70000000000002)",2.6588107697038788,5.0,0.0,12,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
6,28,0,0,9,0.4502551020408163,"Dict(:p25 => 7.75, :p75 => 22.25, :p50 => 14.5, :p90 => 37.00000000000001, :p99 => 89.69000000000003, :p95 => 48.55000000000001)",2.324697067112578,6.0,0.0,13,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
7,27,0,0,10,0.4720562856763575,"Dict(:p25 => 7.0, :p75 => 24.5, :p50 => 15.0, :p90 => 40.00000000000002, :p99 => 91.0000000000001, :p95 => 51.60000000000002)",2.577195799619129,7.0,0.0,13,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
8,25,0,0,12,0.46785714285714275,"Dict(:p25 => 7.0, :p75 => 27.0, :p50 => 16.0, :p90 => 44.000000000000014, :p99 => 92.72000000000007, :p95 => 55.2)",2.85297313577387,8.0,0.0,13,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
9,23,0,0,13,0.4848018468641786,"Dict(:p25 => 6.5, :p75 => 30.0, :p50 => 16.0, :p90 => 56.000000000000014, :p99 => 95.20000000000005, :p95 => 63.60000000000001)",2.730777781274017,9.0,0.0,14,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
10,23,0,0,13,0.5064117156081644,"Dict(:p25 => 6.0, :p75 => 32.5, :p50 => 15.0, :p90 => 59.000000000000014, :p99 => 95.64000000000004, :p95 => 65.7)",2.796886713611736,10.0,0.0,14,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
11,22,0,0,14,0.5053568615093746,"Dict(:p25 => 5.5, :p75 => 36.0, :p50 => 15.0, :p90 => 62.90000000000005, :p99 => 96.4400000000001, :p95 => 67.85000000000001)",2.8126625352922807,11.0,0.0,14,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
12,22,0,0,14,0.5220291653738753,"Dict(:p25 => 4.0, :p75 => 38.75, :p50 => 13.5, :p90 => 64.90000000000003, :p99 => 96.8600000000001, :p95 => 69.85000000000001)",3.1024017736894103,12.0,0.0,14,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
13,21,0,0,15,0.517326930772309,"Dict(:p25 => 7.0, :p75 => 43.0, :p50 => 13.0, :p90 => 69.00000000000001, :p99 => 97.60000000000002, :p95 => 72.00000000000011)",3.200655950657494,13.0,0.0,14,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
14,18,0,0,18,0.4508015478164731,"Dict(:p25 => 10.25, :p75 => 49.0, :p50 => 33.0, :p90 => 70.5, :p99 => 98.07000000000005, :p95 => 78.35000000000007)",3.3874138863000236,14.0,0.0,14,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
15,17,0,0,19,0.4271844660194175,"Dict(:p25 => 10.0, :p75 => 52.0, :p50 => 38.0, :p90 => 73.6, :p99 => 98.67999999999999, :p95 => 81.40000000000008)",3.4614370611496996,15.0,0.0,14,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
16,17,0,0,19,0.43329003525700505,"Dict(:p25 => 9.0, :p75 => 54.0, :p50 => 40.0, :p90 => 76.2, :p99 => 99.0, :p95 => 83.00000000000007)",3.5374870083419916,16.0,0.0,14,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
17,17,0,0,19,0.4371555073642359,"Dict(:p25 => 8.0, :p75 => 56.0, :p50 => 42.0, :p90 => 78.8, :p99 => 99.32, :p95 => 84.60000000000007)",3.6155079382014454,17.0,0.0,14,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
18,16,0,0,19,0.43164652567975836,"Dict(:p25 => 6.75, :p75 => 65.0, :p50 => 44.0, :p90 => 81.5, :p99 => 99.85, :p95 => 87.25000000000004)",4.9025723470315485,18.0,0.0,15,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
19,18,3,0,20,0.46263520157325466,"Dict(:p25 => 10.25, :p75 => 64.75, :p50 => 31.5, :p90 => 84.0, :p99 => 99.77000000000004, :p95 => 86.85000000000004)",5.399058736555343,15.833333333333334,0.16666666666666674,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
20,21,6,0,20,0.48146645021645007,"Dict(:p25 => 10.0, :p75 => 55.0, :p50 => 15.5, :p90 => 86.0, :p99 => 91.4, :p95 => 87.00000000000001)",6.847915371053601,14.428571428571429,0.27722772277227725,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
21,22,7,0,20,0.46739130434782616,"Dict(:p25 => 13.0, :p75 => 56.0, :p50 => 16.5, :p90 => 81.20000000000002, :p99 => 89.58000000000001, :p95 => 87.70000000000002)",9.50402195669644,14.727272727272727,0.29292929292929304,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
22,24,9,0,20,0.45322685788787487,"Dict(:p25 => 15.5, :p75 => 54.25, :p50 => 18.0, :p90 => 76.0, :p99 => 91.53999999999999, :p95 => 87.90000000000002)",4.033658553177131,14.416666666666666,0.33477842003853553,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
23,25,10,0,20,0.4494444444444443,"Dict(:p25 => 16.0, :p75 => 54.0, :p50 => 19.0, :p90 => 78.6, :p99 => 90.08000000000001, :p95 => 83.0)",4.0477092205484695,14.8,0.3405405405405406,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
24,23,10,0,22,0.3969110335343278,"Dict(:p25 => 17.75, :p75 => 57.5, :p50 => 20.0, :p90 => 81.6, :p99 => 92.46000000000001, :p95 => 86.5)",4.080267421240825,15.08695652173913,0.3433153740132815,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
25,24,11,0,22,0.40365497076023393,"Dict(:p25 => 18.375, :p75 => 58.0, :p50 => 20.5, :p90 => 84.10000000000001, :p99 => 94.62, :p95 => 89.25)",3.7285900815731896,15.416666666666666,0.35022522522522515,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
26,24,11,0,22,0.3961148648648647,"Dict(:p25 => 19.125, :p75 => 58.5, :p50 => 22.0, :p90 => 86.80000000000001, :p99 => 96.61999999999999, :p95 => 91.4)",3.7954680290344247,16.416666666666668,0.3288917089678509,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
27,24,11,0,22,0.3869561308881697,"Dict(:p25 => 20.375, :p75 => 58.25, :p50 => 24.0, :p90 => 89.50000000000001, :p99 => 98.85, :p95 => 94.4)",4.012122838896863,17.416666666666668,0.3100079744816586,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
28,24,11,0,22,0.37797619047619047,"Dict(:p25 => 21.875, :p75 => 58.75, :p50 => 25.0, :p90 => 92.20000000000002, :p99 => 100.85000000000001, :p95 => 96.55)",4.274980857846115,18.416666666666668,0.2931749622926092,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
29,24,11,0,22,0.37063373253493004,"Dict(:p25 => 23.25, :p75 => 59.25, :p50 => 26.5, :p90 => 94.90000000000002, :p99 => 102.85, :p95 => 98.70000000000002)",4.339548366312309,19.416666666666668,0.27807582260371944,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
30,24,11,0,22,0.3633365508365507,"Dict(:p25 => 24.25, :p75 => 59.75, :p50 => 28.0, :p90 => 96.90000000000002, :p99 => 104.61999999999999, :p95 => 99.85)",4.705508808002386,20.416666666666668,0.264455782312925,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
31,24,11,0,22,0.3556409062693977,"Dict(:p25 => 25.5, :p75 => 60.25, :p50 => 29.75, :p90 => 97.50000000000001, :p99 => 106.85, :p95 => 102.4)",5.1151761822084305,21.416666666666668,0.2521076523994812,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
32,25,12,0,22,0.3674193548387097,"Dict(:p25 => 26.5, :p75 => 57.0, :p50 => 31.5, :p90 => 99.0, :p99 => 109.03999999999999, :p95 => 105.0)",5.455470826445702,21.52,0.2712267657992564,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
33,26,13,0,22,0.3666555183946487,"Dict(:p25 => 27.125, :p75 => 48.25, :p50 => 33.75, :p90 => 100.50000000000003, :p99 => 110.5, :p95 => 105.25)",5.12948122081259,21.653846153846153,0.28767591200983733,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
34,28,15,0,22,0.38741381395911456,"Dict(:p25 => 18.75, :p75 => 49.25, :p50 => 31.0, :p90 => 101.5, :p99 => 112.65, :p95 => 107.60000000000001)",3.6663785964006763,21.035714285714285,0.32676449187484824,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
35,28,15,0,22,0.38580827067669166,"Dict(:p25 => 19.0, :p75 => 51.0, :p50 => 32.0, :p90 => 103.5, :p99 => 114.92, :p95 => 110.25000000000001)",3.8696716257939547,22.035714285714285,0.3119356332484371,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
36,28,15,0,22,0.38635845399612356,"Dict(:p25 => 19.25, :p75 => 52.5, :p50 => 33.5, :p90 => 105.5, :p99 => 117.19, :p95 => 112.9)",4.083370851890632,23.035714285714285,0.29839424141749715,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
37,28,15,0,22,0.3846517578994213,"Dict(:p25 => 19.5, :p75 => 54.5, :p50 => 34.5, :p90 => 107.50000000000001, :p99 => 118.65, :p95 => 113.60000000000001)",4.406108789010769,24.035714285714285,0.2859796221608999,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
38,29,16,0,22,0.39328135628695504,"Dict(:p25 => 20.5, :p75 => 56.0, :p50 => 35.0, :p90 => 108.60000000000001, :p99 => 120.88, :p95 => 115.20000000000002)",4.534182472950504,24.17241379310345,0.2995720399429387,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
39,33,20,0,22,0.4270299433504181,"Dict(:p25 => 13.5, :p75 => 53.0, :p50 => 33.5, :p90 => 102.0, :p99 => 120.32, :p95 => 111.60000000000001)",3.6330074648184554,22.12121212121212,0.37401411374014115,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
40,34,21,0,22,0.4281292258282625,"Dict(:p25 => 14.375, :p75 => 48.25, :p50 => 33.25, :p90 => 102.30000000000005, :p99 => 122.53499999999994, :p95 => 114.525)",3.5108777405039375,22.441176470588236,0.37672500192737646,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
41,35,22,0,22,0.43230247406225075,"Dict(:p25 => 14.875, :p75 => 46.0, :p50 => 33.5, :p90 => 102.40000000000003, :p99 => 124.76999999999997, :p95 => 115.35)",2.4157875624222207,22.771428571428572,0.3789209535759097,15,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
42,36,24,0,22,0.42423559462099036,"Dict(:p25 => 15.0, :p75 => 46.25, :p50 => 32.75, :p90 => 100.5, :p99 => 125.09999999999998, :p95 => 113.75)",2.576262808722609,23.11111111111111,0.38067574786324787,16,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
43,41,31,0,23,0.44011851709872696,"Dict(:p25 => 15.5, :p75 => 40.0, :p50 => 24.5, :p90 => 93.0, :p99 => 128.19999999999993, :p95 => 116.0)",2.1257506082727153,20.121951219512194,0.46332594235033264,17,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
44,42,33,0,23,0.43508606213266177,"Dict(:p25 => 16.0, :p75 => 42.0, :p50 => 25.25, :p90 => 94.60000000000008, :p99 => 127.84999999999994, :p95 => 111.975)",2.1722471804805537,20.61904761904762,0.4546904212031233,18,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
45,43,35,0,23,0.42933484130911137,"Dict(:p25 => 16.625, :p75 => 43.5, :p50 => 27.5, :p90 => 92.60000000000005, :p99 => 130.11999999999998, :p95 => 113.75)",2.2327613986318937,21.11627906976744,0.4468292183177953,19,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
46,48,40,0,23,0.4368761009982385,"Dict(:p25 => 16.5, :p75 => 39.625, :p50 => 24.625, :p90 => 87.90000000000006, :p99 => 127.89499999999987, :p95 => 111.825)",1.6498293136304834,19.8125,0.48635208552401,19,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
47,51,43,0,23,0.43705141391017777,"Dict(:p25 => 14.0, :p75 => 39.875, :p50 => 24.0, :p90 => 85.0, :p99 => 126.75, :p95 => 110.5)",1.6310113418227612,19.58823529411765,0.4945730043769261,19,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
48,51,43,0,23,0.42168477514861635,"Dict(:p25 => 16.0, :p75 => 41.875, :p50 => 25.0, :p90 => 85.0, :p99 => 128.25, :p95 => 113.0)",1.6302606694989288,20.58823529411765,0.4705508870214754,19,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
49,51,44,0,24,0.4040198357824143,"Dict(:p25 => 18.25, :p75 => 43.625, :p50 => 26.75, :p90 => 86.0, :p99 => 130.5, :p95 => 115.25)",1.6551838060837607,21.294117647058822,0.46058570757953277,19,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
50,52,45,0,24,0.3971232798055391,"Dict(:p25 => 20.0, :p75 => 44.9375, :p50 => 27.375, :p90 => 85.10000000000011, :p99 => 132.73999999999987, :p95 => 117.125)",1.6758172068951165,21.865384615384617,0.4506968405385292,19,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
51,53,47,0,24,0.395715493581831,"Dict(:p25 => 21.25, :p75 => 42.0, :p50 => 30.75, :p90 => 84.40000000000008, :p99 => 134.99999999999991, :p95 => 119.0)",1.6508062939129369,22.433962264150942,0.4417220749956361,20,"Dict{String, Real}(""total_attacks"" => 1, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 1.0, ""blue_initiated_attacks"" => 1)"
52,54,48,0,24,0.3964722544096819,"Dict(:p25 => 21.125, :p75 => 42.875, :p50 => 31.625, :p90 => 83.90000000000005, :p99 => 136.74999999999997, :p95 => 121.22500000000001)",1.7525426084381182,23.0,0.4335599689867,20,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
53,54,49,0,25,0.3797082733157833,"Dict(:p25 => 23.0, :p75 => 44.0, :p50 => 34.125, :p90 => 83.70000000000006, :p99 => 139.27999999999997, :p95 => 122.525)",1.891873923034336,23.62962962962963,0.42827702310460913,20,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
54,55,50,0,25,0.37957975616449113,"Dict(:p25 => 23.875, :p75 => 45.0, :p50 => 34.0, :p90 => 83.00000000000003, :p99 => 141.58000000000004, :p95 => 123.65)",2.0010901571606685,24.181818181818183,0.42159945317840064,20,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
55,55,50,0,25,0.37106749024214647,"Dict(:p25 => 24.25, :p75 => 47.0, :p50 => 36.5, :p90 => 84.40000000000003, :p99 => 144.12, :p95 => 123.95000000000002)",2.0623684760032623,25.181818181818183,0.4048572366261898,20,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
56,58,53,0,25,0.37708766098878277,"Dict(:p25 => 24.625, :p75 => 47.5, :p50 => 34.625, :p90 => 78.3000000000001, :p99 => 146.02999999999997, :p95 => 125.725)",2.0294310779769633,24.82758620689655,0.42097701149425304,20,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
57,58,54,0,26,0.3633934245292485,"Dict(:p25 => 25.625, :p75 => 48.5, :p50 => 36.125, :p90 => 79.3000000000001, :p99 => 148.6, :p95 => 127.575)",1.9994893980540573,24.844827586206897,0.4162937615161886,20,"Dict{String, Real}(""total_attacks"" => 0, ""red_initiated_attacks"" => 0, ""red_attack_rate"" => 0.0, ""blue_attack_rate"" => 0.0, ""blue_initiated_attacks"" => 0)"
